objectid,format,filename,DISCIPLINE,CO_LOC_RES,NTEEC,NAICS,title,LEGALNAME,ALTNAME,AKADBA,WEBURL,INCOMECD15,INCOME15,REVENUE15,date,INSTNAME,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP,GZIP5,
8404201548,image/jpeg,pma.jpg,Art Museums,,A50,712110,ROMANIAN FOLK ART MUSEUM,ROMANIAN FOLK ART MUSEUM,,,ROMANIANCULTURE.US,0,0,0,1984,,-75.16842,39.94726,1606 SPRUCE STREET,PHILADELPHIA,PA,19103-6739,19103,
8404201650,image/jpeg,pma.jpg,History Museums,,A54,712110,MUSEUM OF NURSING HISTORY,MUSEUM OF NURSING HISTORY,MUSEUM OF NURSING HISTORY,,WWW.NURSINGHISTORY.ORG,0,0,0,2014,,-75.15246,40.03947,1900 W OLNEY AVE,PHILADELPHIA,PA,19141-1108,19141,
8404201693,image/jpeg,pma.jpg,History Museums,,,,WELLS FARGO HISTORY MUSEUM,WELLS FARGO HISTORY MUSEUM,,,,,,,,,-75.1638,39.95065,123 SOUTH BROAD STREET,PHILADELPHIA,PA,10190,10190,
8409401154,image/jpeg,pma.jpg,History Museums,,A54,712120,MUSEUM OF THE AMERICAN REVOLUTION,NATIONAL CENTER FOR THE AMERICAN REVOLUTION,THE AMERICAN REVOLUTION CENTER,,WWW.AMREVMUSEUM.ORG,,,,2003,,-75.14361,39.94852,123 CHESTNUT ST SUITE 401,PHILADELPHIA,PA,19106,19106,
8409500146,image/jpeg,pma.jpg,"Zoos, Aquariums, & Wildlife Conservation",,D50,712130,PHILADELPHIA ZOO,PHILADELPHIA ZOO,,,WWW.PHILADELPHIAZOO.ORG,9,67543924,48422307,1942,,-75.19549,39.97509,3400 WEST GIRARD AVENUE,PHILADELPHIA,PA,19104-1196,19104,
8409500804,image/jpeg,pma.jpg,Science & Technology Museums & Planetariums,,,,PLANETARIUM,PLANETARIUM,,,WWW.PHILLYSEAPORT.ORG,,,,,,-75.14765,39.94998,211 S COLUMBUS BLVD & WALNUT ST,PHILADELPHIA,PA,19106,19106,
8409501097,image/jpeg,pma.jpg,Natural history and natural science museums,,B43,611310,ACADEMY OF NATURAL SCIENCES OF DREXEL UNIVERSITY,DREXEL UNIVERSITY,,,WWW.ANSP.ORG/,9,1014902481,938599729,1927,DREXEL UNIVERSITY,-75.18805,39.95789,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104-2755,19104,
8409501191,image/jpeg,pma.jpg,Natural history and natural science museums,,B43,611310,UNIVERSITY PENNSYLVANIA MUSEUM OF ARCHAEOLOGY AND ANTHROPOLOGY,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,WWW.PENN.MUSEUM/,9,1.49E+10,0,1940,UNIVERSITY OF PENNSYLVANIA,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104,
8409501225,image/jpeg,pma.jpg,History Museums,,,611310,MARVIN SAMSON CENTER FOR THE HISTORY OF PHARMACY,UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,,,WWW.USCIENCES.EDU/MUSEUM/,9,144323204,127844381,1982,UNIVERSITY OF THE SCIENCES,-75.20704,39.94689,600 S 43RD ST,PHILADELPHIA,PA,19104-4495,19104,
8409501244,image/jpeg,pma.jpg,History Museums,,B43,611310,WEAVER HISTORICAL DENTAL MUSEUM,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,,,,9,2148727000,1404695000,1926,TEMPLE UNIVERSITY,-75.14631,39.97592,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,19122-0000,19122,
8409502356,image/jpeg,pma.jpg,"Arboretums, botanical gardens, and nature centers",,B43,611310,MORRIS ARBORETUM OF THE UNIVERSITY OF PENNSLVANIA,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,,9,1.49E+10,0,1940,UNIVERSITY OF PENNSYLVANIA,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104,
8409502794,image/jpeg,pma.jpg,Art Museums,,B43,611310,ARTHUR ROSS GALLERY,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,,9,1.49E+10,0,1940,UNIVERSITY OF PENNSYLVANIA,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104,
8409502808,image/jpeg,pma.jpg,Art Museums,MULTIPLE GALLERIES,B5X,611310,GALLERIES AT MOORE COLLEGE OF ART AND DESIGN,MOORE COLLEGE OF ART AND DESIGN,,,,8,22682057,23400556,1934,MOORE COLLEGE OF ART AND DESIGN,-75.17835,39.94712,20TH STREET AND THE PARK,PHILADELPHIA,PA,19103-0000,19103,
8409503098,image/jpeg,pma.jpg,Art Museums,,B43,611310,DWIGHT V. DOWLEY GALLERY,CHESNUT HILL COLLEGE OF THE SISTERS OF ST JOSEPH,,,,9,55742530,53757627,1941,CHESTNUT HILL COLLEGE,-75.22657,40.08427,9601 GERMANTOWN AVE,PHILADELPHIA,PA,19118-2643,19118,
8409503120,image/jpeg,pma.jpg,Art Museums,,B43,611310,ELKINS PARK CAMPUS GALLERY,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,,,TYLER.TEMPLE.EDU/,9,2148727000,1404695000,1926,TEMPLE UNIVERSITY,-75.14631,39.97592,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,19122-0000,19122,
8409503312,image/jpeg,pma.jpg,Art Museums,,,,GILROY ROBERTS GALLERY,GILROY ROBERTS GALLERY,,,WWW.CCP.EDU/CAMPUS-LIFE/ART-AROUND-COLLEGE/GILROY-ROBERTS-GALLERY,,,,,COMMUNITY COLLEGE OF PHILADELPHIA,-75.16627,39.9629,1700 SPRING GARDEN STREET,PHILADELPHIA,PA,19130,19130,
8409503445,image/jpeg,pma.jpg,Art Museums,,B43,611310,INSTITUTE OF CONTEMPORARY ART,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,,,9,1.49E+10,0,1940,UNIVERSITY OF PENNSYLVANIA,-75.19276,39.95298,3451 WALNUT ST RM 308,PHILADELPHIA,PA,19104-6205,19104,
8409503751,image/jpeg,pma.jpg,Art Museums,,B40,611310,MUSEUM OF AMERICAN ART,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PENNSYLVANIA ACADEMY OF THE FINE ARTS,,WWW.PAFA.ORG/,8,20260676,16622377,1928,PENNSYLVANIA ACADEMY OF THE FINE ARTS,-75.16304,39.95562,128 N BROAD ST,PHILADELPHIA,PA,19102-1424,19102,
8409503971,image/jpeg,pma.jpg,Art Museums,,B43,611310,ROSENWALD-WOLD GALLERY,UNIVERSITY OF THE ARTS,,,WWW.UARTS.EDU/ABOUT/ROSENWALD-WOLF-GALLERY,9,106076848,98850858,1964,UNIVERSITY OF THE ARTS,-75.16555,39.94597,320 S BROAD ST,PHILADELPHIA,PA,19102-4901,19102,
8409504203,image/jpeg,pma.jpg,Art Museums,,B43,611310,TYLER GALLERY,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUC,,,TYLER.TEMPLE.EDU/,9,2148727000,1404695000,1926,TEMPLE UNIVERSITY,-75.14631,39.97592,1805 N BROAD ST WACHMAN,PHILADELPHIA,PA,19122-0000,19122,
8409504244,image/jpeg,pma.jpg,Art Museums,,B42,611310,UNIVERSITY GALLERY,ST JOSEPHS UNIVERSITY,,,,9,310576371,307891910,2010,SAINT JOSEPH'S UNIVERSITY,-75.23897,39.99525,5600 CITY AVE,PHILADELPHIA,PA,19131-1308,19131,
8409504367,image/jpeg,pma.jpg,Art Museums,,B43,611310,WOODMERE ART MUSEUM,CHESNUT HILL COLLEGE OF THE SISTERS OF ST JOSEPH,,,,9,55742530,53757627,1941,CHESTNUT HILL COLLEGE,-75.22657,40.08427,9601 GERMANTOWN AVE,PHILADELPHIA,PA,19118-2643,19118,
8404200035,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,STENTON MUSEUM,STENTON MUSEUM,,,STENTON.ORG/,,,,,,-75.15451,40.02379,4601 NORTH 18TH STREET,PHILADELPHIA,PA,19140-1026,19140,
8404200068,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,RODIN MUSEUM,RODIN MUSEUM,,,WWW.RODINMUSEUM.ORG/,,,,,,-75.17835,39.94712,2154 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,19103,
8404200095,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,ROSENBACH MUSEUM & LIBRARY,ROSENBACH MUSEUM & LIBRARY,,,,,,,,,-75.17501,39.94728,2010 DELANCEY PLACE,PHILADELPHIA,PA,19103-6584,19103,
8404200114,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,NATIONAL MUSEUM OF MURALS AND MOSAICS,NATIONAL MUSEUM OF MURALS AND MOSAICS,,,,,,,,,-75.14466,39.93866,748 S FRONT ST,PHILADELPHIA,PA,19147,19147,
8404200123,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,NEW AFRICA CENTER,NEW AFRICA CENTER,,,,,,,,,-75.20876,39.96744,4243 LANCASTER AVE,PHILADELPHIA,PA,19104,19104,
8404200126,image/jpeg,pma.jpg,Uncategorized or General Museums,,T22,813211,MARVIN SAMSON PHARMACY MUSEUM,MARVIN SAMSON FOUNDATION,,,WWW.USIP.EDU/MUSEUM/,5,951892,,2003,,-74.9818,39.89695,PO BOX 2730,CHERRY HILL,NJ,08034-0236,8034,
8404200128,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,MUTTER MUSEUM,MUTTER MUSEUM,,,WWW.COLLEGEOFPHYSICIANS.ORG/,,,,,,-75.1767,39.95343,19 S 22ND STREET,PHILADELPHIA,PA,19103,19103,
8404200129,image/jpeg,pma.jpg,Uncategorized or General Museums,,B82,813410,MARIO LANZA INSTITUTE,MARIO LANZA INSTITUTE,,,,3,42465,20350,1989,,-75.15611,39.93765,712 MONTROSE ST,PHILADELPHIA,PA,19147-3944,19147,
8404200161,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,JIC HOLOCAUST AWARENESS MUSEUM,JIC HOLOCAUST AWARENESS MUSEUM,,,WWW.HOLOCAUSTAWARENESSMUSEUM.ORG,,,,,,-75.02123,40.10054,10100 JAMISON AVE,PHILADELPHIA,PA,19116,19116,
8404200205,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,FRANKLIN INSTITUTE DISCOVERY CAMP,FRANKLIN INSTITUTE DISCOVERY CAMP,,,WWW.FI.EDU/DISCOVERY-CAMP-PROGRAMS,,,,,,-75.1724,39.95775,222 NORTH 20TH STREET,PHILADELPHIA,PA,19102,19102,
8404200214,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,FAIRMONT HORTICULTURAL CENTER,FAIRMONT HORTICULTURAL CENTER,,,,,,,,,-75.22455,39.98741,100 N HORTICULTURAL DR,PHILADELPHIA,PA,19131,19131,
8404200219,image/jpeg,pma.jpg,Uncategorized or General Museums,,B80,813219,CENTER FOR THE HISTORY OF FOOTCARE & FOOTWEAR,TEMPLE UNIVERSITY SCHOOL OF PODIATRIC MEDICINE FOUNDATION,,,,3,39228,38431,1999,,-75.15297,39.95431,148 NORTH 8TH STREET,PHILADELPHIA,PA,19107,19107,
8404200242,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,CIVIL WAR LIBRARY AND MUSEUM,CIVIL WAR LIBRARY AND MUSEUM,,,,,,,,,-75.17197,39.94662,1805 PINE ST,PHILADELPHIA,PA,19103,19103,
8404200252,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,CEDAR GROVE MUSEUM,CEDAR GROVE MUSEUM,,,,,,,,,-75.17157,39.9791,LANSDOWNE DR,PHILADELPHIA,PA,19121,19121,
8404200258,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,BENJAMIN FRANKLIN TERCENTENARY,BENJAMIN FRANKLIN TERCENTENARY,,,,,,,,,-75.17061,39.95035,135 SOUTH 18TH STREET,PHILADELPHIA,PA,19107,19107,
8404200273,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,ARCHITECTURAL ARCHIVES,ARCHITECTURAL ARCHIVES,,,WWW.DESIGN.UPENN.EDU/ARCHITECTURAL-ARCHIVES/ABOUT,,,,,,-75.19265,39.95212,220 SOUTH 34TH STREET,PHILADELPHIA,PA,19104-6311,19104,
8404200276,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,ATWATER KENT MUSEUM PA,ATWATER KENT MUSEUM PA,,,,,,,,,-75.18758,40.00699,3500 SCOTTS LN,PHILADELPHIA,PA,19129,19129,
8404200286,image/jpeg,pma.jpg,Uncategorized or General Museums,,N99,712110,PHILADELPHIA SPORTS HALL OF FAME,PHILADELPHIA SPORTS HALL OF FAME FOUNDATION,,,WWW.PHILLYHALL.ORG/CONTACT.ASP,3,71271,71271,2003,,-75.01812,40.07572,2701 GRANT AVENUE   ,PHILADELPHIA,PA,19123-1401,19123,
8404200291,image/jpeg,pma.jpg,Uncategorized or General Museums,,A40,710000,SLOUGHT FOUNDATION,SLOUGHT FOUNDATION,,,SLOUGHT.ORG/,2,23520,23520,2003,,-75.20294,39.95424,4017 WALNUT ST,PHILADELPHIA,PA,19104-3513,19104,
8404200422,image/jpeg,pma.jpg,Uncategorized or General Museums,,A20,624410,WOOD TURNING CENTER,CENTER FOR ART IN WOOD INC,WOOD TURNING CENTER,,WWW.WOODTURNINGCENTER.ORG,6,2855420,2773641,1987,,-75.14494,39.95308,141 N 3RD ST,PHILADELPHIA,PA,19106-1913,19106,
8404200423,image/jpeg,pma.jpg,Uncategorized or General Museums,,A53,,POLISH AMERICAN CULTURAL CENTER,POLISH AMERICAN CULTURAL CENTER INC,,,,,,,,,-75.14679,39.94697,308 WALNUT ST,PHILA,PA,19106-3808,19106,
8404200428,image/jpeg,pma.jpg,Uncategorized or General Museums,,A58,712110,SAFE MUSEUM,FREDERICK A SIMEONE M D FOUNDATION INC,,,,6,4152574,,1998,,-75.22643,39.90961,6825 NORWITCH DR,PHILADELPHIA,PA,19153-3412,19153,
8404200431,image/jpeg,pma.jpg,Uncategorized or General Museums,,B70,514120,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,ATHENAEUM OF PHILADELPHIA,,WWW.PHILAATHENAEUM.ORG,6,2286038,1934169,1927,,-75.15119,39.94681,219 S 6TH ST,PHILADELPHIA,PA,19106-3719,19106,
8404200451,image/jpeg,pma.jpg,Uncategorized or General Museums,,A80,813110,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,RODEPH SHALOM CONGREGATION,,WWW.RODEPHSHALOM.ORG,0,,,1935,,-75.16067,39.96378,615 N BROAD ST,PHILADELPHIA,PA,19123-2417,19123,
8404200457,image/jpeg,pma.jpg,Uncategorized or General Museums,,A56,611000,WAGNER FREE INSTITUTE OF SCIENCE,WAGNER FREE INSTITUTE OF SCIENCE,,,WWW.WAGNERFREEINSTITUTE.ORG,5,976503,735802,1918,,-75.16317,39.98085,1700 W MONTGOMERY AVE,PHILADELPHIA,PA,19121-3227,19121,
8404200484,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,INDEPENDENCE SEAPORT MUSEUM,INDEPENDENCE SEAPORT MUSEUM,,,WWW.PHILLYSEAPORT.ORG,6,4795407,2518072,1961,,-75.14213,39.94463,211 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-3101,19106,
8404200502,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,,AFRICAN AMERICAN MUSEUM IN PHILADELPHIA,AFRICAN AMERICAN MUSEUM IN,,,WWW.AAMPMUSEUM.ORG,6,2102723,1974380,1975,,-75.14765,39.94998,NW CORNER 7TH ARCH STS,PHILADELPHIA,PA,19106-0000,19106,
8404200503,image/jpeg,pma.jpg,Uncategorized or General Museums,,A23,710000,TALLER PUERTORRIQUENO,TALLER PUERTORRIQUENO INC,,,TALLERPR.ORG/,5,737262,730685,1978,,-75.13998,39.99261,2721 N 5TH ST,PHILADELPHIA,PA,19133-2702,19133,
8404200508,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,MUMMERS MUSEUM,MUMMERS MUSEUM,,,MUMMERSMUSEUM.COM/,4,184642,159292,1975,,-75.1474,39.93364,1100 S 2ND ST,PHILADELPHIA,PA,19147-5411,19147,
8404200530,image/jpeg,pma.jpg,Uncategorized or General Museums,,J22,624310,FABRIC WORKSHOP,THE FABRIC WORKSHOP AND MUSEUM,FABRIC WORKSHOP,,WWW.FABRICWORKSHOPANDMUSEUM.ORG,6,2367909,1897889,1977,,-75.16066,39.95376,1214 ARCH ST,PHILADELPHIA,PA,19107-2013,19107,
8404200542,image/jpeg,pma.jpg,Uncategorized or General Museums,,A40,710000,CONSERVATION CENTER FOR ART & HISTORIC ARTIFACTS,CONSERVATION CENTER FOR ART AND HISTORIC ARTIFACTS,,,WWW.CCAHA.ORG,6,2940233,2925364,1977,,-75.17915,39.94949,264 SOUTH 23RD STREET,PHILADELPHIA,PA,19106-1521,19106,
8404200586,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,ELECTRIC CITY TROLLEY MUSEUM,ELECTRIC CITY TROLLEY MUSEUM ASSOCIATION,,,WWW.ECTMA.ORG/,3,93802,93686,1982,,-75.67368,41.40902,300 CLIFF ST,SCRANTON,PA,19101-7285,19101,
8404200651,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,PHILADELPHIA POLICE MEMORIAL MUSEUM,PHILADELPHIA POLICE MEMORIAL MUSEUM ASSOCIATION,,,,0,0,0,1989,,-75.05682,40.01622,6044 TULIP ST,PHILADELPHIA,PA,19135-4222,19135,
8404200664,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,PHILADELPHIA DOLL MUSEUM,PHILADELPHIA DOLL MUSEUM,,,PHILADOLLMUSEUM.COM,0,0,0,1999,,-75.15543,39.98765,2253 N BROAD ST 1 FL,PHILADELPHIA,PA,19132-4540,19132,
8404200685,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,514120,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,THE MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,MASONIC LIBRARY AND MUSEUM OF PENNSYLVANIA,,,6,3102070,3054998,1990,,-75.16324,39.95331,1 N BROAD ST,PHILADELPHIA,PA,19107-2520,19107,
8404200687,image/jpeg,pma.jpg,Uncategorized or General Museums,,A20,712110,COSACOSA ART AT LARGE,COSACOSA ART AT LARGE INC,,,WWW.COSACOSA.ORG,4,189883,189883,1990,,-75.22556,40.02648,4427 MAIN ST,PHILADELPHIA,PA,19127-1325,19127,
8404200782,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,,PHILADELPHIA AIR & SPACE MUSEUM,PHILADELPHIA AIR & SPACE MUSEUM,,,,,,,,,-75.15981,39.94905,1125 WALNUT ST,PHILADELPHIA,PA,19107,19107,
8404200871,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,ACES MUSEUM HONORING BLACK & MINORITY VETERANS OF WWII,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS &,ACES MUSEUM HONORING BLACK AND MINORITY VETERANS OF WORLD WAR II,ACES A MUSEUM FOR BLACK & MINORITY WORLD WAR II VETERANS & F,,1,6800,6800,2002,,-75.20317,40.07268,PO BOX 9959,PHILADELPHIA,PA,19118-0959,19118,
8404200874,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,TIBERINO MUSEUM,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,,ELLEN POWELL TIBERINO MEMORIAL MUSEUM OF CONTEMPORARY ART,,0,0,0,2002,,-75.19802,39.96163,3819 HAMILTON ST,PHILADELPHIA,PA,19104-2315,19104,
8404200916,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,MARIANI ITALIAN AMERICAN MUSEUM AND INSTITUTE,MARIANI ITALIAN AMERICAN MUSEUM AND INSTITUTE,,,,,,,,,-75.17739,39.9183,2615 S 18TH ST,PHILADELPHIA,PA,19145,19145,
8404200940,image/jpeg,pma.jpg,Uncategorized or General Museums,,A40,710000,PHILADELPHIA SKETCH CLUB,PHILADELPHIA SKETCH CLUB,,,SKETCHCLUB.ORG,4,149102,138563,1991,,-75.16154,39.94726,235 S CAMAC ST,PHILADELPHIA,PA,19107-5609,19107,
8404201045,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,NATIONAL MUSEUM OF AMERICAN JEWISH HISTORY,,WWW.NMAJH.ORG,7,6502700,5387716,1974,,-75.14808,39.95046,101 S INDEPENDENCE MALL,PHILADELPHIA,PA,19106-2517,19106,
8404201047,image/jpeg,pma.jpg,Uncategorized or General Museums,,,624230,FIREMAN'S HALL MUSEUM,PHILADELPHIA FIRE DEPARTMENT HISTORICAL CORPORATION,,,WWW.FIREMANSHALL.ORG,4,210330,149363,1974,,-75.1429,39.95336,147 N 2ND ST,PHILADELPHIA,PA,19106-2010,19106,
8404201414,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,ENVISION PEACE MUSEUM,ENVISION PEACE MUSEUM,,,,3,96588,96588,2007,,-75.16508,39.95568,1501 CHERRY ST,PHILADELPHIA,PA,19102-1403,19102,
8404201442,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,PHILADELPHIA JEWISH SPORTS HALL OF FAME,PHILADELPHIA JEWISH SPORTS HALL OF FAME INC,,,PHILLYJEWISHSPORTS.ORG/,4,112869,112869,2008,,-75.16738,39.95247,1600 MARKET ST STE 2500,PHILADELPHIA,PA,19103-7225,19103,
8404201626,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,PENN TREATY MUSEUM,PENN TREATY MUSEUM INC,,,PENNTREATYMUSEUM.ORG/WORDPRESS/,0,0,0,2009,,-75.13275,39.96787,1037 SHACKAMAXON ST,PHILADELPHIA,PA,19125-4132,19125,
8404201651,image/jpeg,pma.jpg,Uncategorized or General Museums,,B03,710000,CENTER FOR ARCHITECTURE,CENTER FOR ARCHITECTURE,,,WWW.PHILADELPHIACFA.ORG,5,753895,753895,2003,,-75.15944,39.94991,1218 ARCH STREET FIRST F,PHILADELPHIA,PA,19107-2816,19107,
8409400071,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,BENJAMIN FRANKLIN MUSEUM,BENJAMIN FRANKLIN MUSEUM,,,,,,,,,-75.14681,39.94906,317 CHESTNUT ST,PHILADELPHIA,PA,19106,19106,
8409400201,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,FRANKLIN COURT PRINTING OFFICE,FRANKLIN COURT PRINTING OFFICE,,,,,,,,,-75.14595,39.95011,318 MARKET ST,PHILADELPHIA,PA,19106,19106,
8409400275,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,INDEPENDENCE HALL,INDEPENDENCE HALL,,,,,,,,,-75.14765,39.94998,520 CHESTNUT ST,PHILADELPHIA,PA,19106,19106,
8409400293,image/jpeg,pma.jpg,Uncategorized or General Museums,,A23,712110,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,ITALIAN CULTURE & HISTORY MUSEUM OF PHILADELPHIA,,,,0,,,2013,,-75.15231,39.94388,610 PINE ST,PHILADELPHIA,PA,19106-4109,19106,
8409400327,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,LIBERTY BELL CENTER,LIBERTY BELL CENTER,,,,,,,,,-75.14765,39.94998,526 MARKET ST,PHILADELPHIA,PA,19106,19106,
8409400450,image/jpeg,pma.jpg,Uncategorized or General Museums,,,,NATIONAL ARCHIVES AT PHILADELPHIA,NATIONAL ARCHIVES AT PHILADELPHIA,,,,,,,,,-74.96628,40.11766,14700 TOWNSEND ROAD,PHILADELPHIA,PA,19154,19154,NARA
